SEQ_ID	HMT_ID	Genus	Species	Strain	Contigs	Combined_Size	Habitat	Sequence_Source
SEQF1252	558	Lactobacillus	brevis	ATCC 367	3	2340228	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/465/GCA_000014465.1_ASM1446v1
SEQF1254	716	Lactobacillus	paracasei	ATCC 334	2	2924325	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/525/GCA_000014525.1_ASM1452v1
SEQF1255	615	Lactobacillus	gasseri	ATCC 33323	1	1894360	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/425/GCA_000014425.1_ASM1442v1
SEQF1257	749	Lactobacillus	rhamnosus	HN001	96	2914408	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/173/255/GCA_000173255.2_ASM17325v2
SEQF1259	756	Lactobacillus	salivarius	UCC118	4	2133977	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/925/GCA_000008925.1_ASM892v1
SEQF1260	604	Enterococcus	faecalis	TX0104	95	3156478	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/255/GCA_000159255.1_ASM15925v1
SEQF1261	649	Neisseria	lactamica	ATCC 23970	101	2171992	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/173/995/GCA_000173995.1_ASM17399v1
SEQF1262	716	Lactobacillus	paracasei	8700:2	3	3025352	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/515/GCA_000155515.2_ASM15551v2
SEQF1263	607	Mycoplasma	fermentans	M64	1	1118751	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/005/GCA_000186005.1_ASM18600v1
SEQF1264	764	Neisseria	sicca	ATCC 29256	61	2830772	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/655/GCA_000174655.1_ASM17465v1
SEQF1265	607	Mycoplasma	fermentans	PG18	1	1004014	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/735/GCA_000209735.1_ASM20973v1
SEQF1267	616	Mycoplasma	genitalium	G37	1	580076	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/325/GCA_000027325.1_ASM2732v1
SEQF1271	732	Mycoplasma	pneumoniae	M129	1	816394	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/345/GCA_000027345.1_ASM2734v1
SEQF1272	621	Neisseria	gonorrhoeae	FA 1090	1	2153922	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/845/GCA_000006845.1_ASM684v1
SEQF1275	669	Neisseria	meningitidis	serogroup C	1	2194961	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/465/GCA_000009465.1_ASM946v1
SEQF1276	669	Neisseria	meningitidis	MC58	1	2272360	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/805/GCA_000008805.1_ASM880v1
SEQF1277	669	Neisseria	meningitidis	8013 serogroup C	1	2277550	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/965/GCA_000026965.1_ASM2696v1
SEQF1283	669	Neisseria	meningitidis	serogroup A	1	2184406	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/105/GCA_000009105.1_ASM910v1
SEQF1286	530	Cutibacterium	acnes	KPA171202	1	2560265	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/345/GCA_000008345.1_ASM834v1
SEQF1287	563	Leptotrichia	buccalis	C-1013-b	1	2465610	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/905/GCA_000023905.1_ASM2390v1
SEQF1289	676	Proteus	mirabilis	HI4320	2	4099895	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/965/GCA_000069965.1_ASM6996v1
SEQF1295	536	Pseudomonas	aeruginosa	PA7	1	6588339	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/205/GCA_000017205.1_ASM1720v1
SEQF1297	536	Pseudomonas	aeruginosa	PAO1	1	6264404	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/765/GCA_000006765.1_ASM676v1
SEQF1298	536	Pseudomonas	aeruginosa	UCBPP-PA14	1	6537648	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/625/GCA_000014625.1_ASM1462v1
SEQF1300	612	Pseudomonas	fluorescens	Pf-5	1	7074893	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/265/GCA_000012265.1_ASM1226v1
SEQF1301	612	Pseudomonas	fluorescens	Pf0-1	1	6438405	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/445/GCA_000012445.1_ASM1244v1
SEQF1302	612	Pseudomonas	fluorescens	SBW25	1	6722539	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/225/GCA_000009225.1_ASM922v1
SEQF1303	477	Pseudomonas	stutzeri	A1501	1	4567418	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/785/GCA_000013785.1_ASM1378v1
SEQF1310	550	Staphylococcus	aureus	RF122	1	2742531	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/005/GCA_000009005.1_ASM900v1
SEQF1311	550	Staphylococcus	aureus	COL	2	2813862	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/045/GCA_000012045.1_ASM1204v1
SEQF1312	550	Staphylococcus	aureus	JH1	2	2936936	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/125/GCA_000017125.1_ASM1712v1
SEQF1313	550	Staphylococcus	aureus	JH9	2	2937129	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/805/GCA_000016805.1_ASM1680v1
SEQF1314	550	Staphylococcus	aureus	MRSA252	1	2902619	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/505/GCA_000011505.1_ASM1150v1
SEQF1315	550	Staphylococcus	aureus	MSSA476	2	2820454	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/525/GCA_000011525.1_ASM1152v1
SEQF1316	550	Staphylococcus	aureus	Mu50	2	2903636	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/665/GCA_000009665.1_ASM966v1
SEQF1317	550	Staphylococcus	aureus	 MW2	1	2820462	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/265/GCA_000011265.1_ASM1126v1
SEQF1318	550	Staphylococcus	aureus	N315	2	2839469	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/645/GCA_000009645.1_ASM964v1
SEQF1319	550	Staphylococcus	aureus	NCTC 8325	1	2821361	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/425/GCA_000013425.1_ASM1342v1
SEQF1320	550	Staphylococcus	aureus	MRSA	4	2917469	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/465/GCA_000013465.1_ASM1346v1
SEQF1322	601	Staphylococcus	epidermidis	 ATCC 12228	7	2564615	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/645/GCA_000007645.1_ASM764v1
SEQF1324	601	Staphylococcus	epidermidis	RP62A	2	2643840	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/925/GCA_000011925.1_ASM1192v1
SEQF1326	805	Treponema	pallidum	subsp. pertenue Gauthier	1	1139417	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/795/GCA_000246795.1_ASM24679v1
SEQF1328	805	Treponema	pallidum	subsp. pertenue str. CDC2	1	1139744	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/775/GCA_000246775.1_ASM24677v1
SEQF1329	663	Stenotrophomonas	maltophilia	K279a	1	4851126	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/072/485/GCA_000072485.1_ASM7248v1
SEQF1330	663	Stenotrophomonas	maltophilia	R551-3	1	4573969	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/665/GCA_000020665.1_ASM2066v1
SEQF1331	537	Streptococcus	agalactiae	18RS21	553	2193092	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/715/GCA_000167715.1_ASM16771v1
SEQF1332	537	Streptococcus	agalactiae	2603V/R	1	2160267	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/265/GCA_000007265.1_ASM726v1
SEQF1333	537	Streptococcus	agalactiae	515	255	2088229	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/735/GCA_000167735.1_ASM16773v1
SEQF1334	537	Streptococcus	agalactiae	A909	1	2127839	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/705/GCA_000012705.1_ASM1270v1
SEQF1335	537	Streptococcus	agalactiae	CJB111	155	2105032	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/755/GCA_000167755.1_ASM16775v1
SEQF1336	537	Streptococcus	agalactiae	COH1	393	2205442	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/775/GCA_000167775.1_ASM16777v1
SEQF1337	537	Streptococcus	agalactiae	H36B	345	2201150	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/795/GCA_000167795.1_ASM16779v1
SEQF1338	537	Streptococcus	agalactiae	NEM316	1	2211485	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/055/GCA_000196055.1_ASM19605v1
SEQF1341	734	Streptococcus	pneumoniae	670-6B	1	2240045	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/095/GCA_000147095.1_ASM14709v1
SEQF1342	734	Streptococcus	pneumoniae	 D39	1	2046116	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/365/GCA_000014365.2_ASM1436v2
SEQF1343	734	Streptococcus	pneumoniae	INV104	1	2142122	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/975/GCA_000210975.1_ASM21097v1
SEQF1344	734	Streptococcus	pneumoniae	INV200	1	2093317	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/935/GCA_000210935.1_ASM21093v1
SEQF1345	734	Streptococcus	pneumoniae	OXC141	1	2036867	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/955/GCA_000210955.1_ASM21095v1
SEQF1346	734	Streptococcus	pneumoniae	R6	1	2038615	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/045/GCA_000007045.1_ASM704v1
SEQF1349	734	Streptococcus	pneumoniae	TIGR4	1	2160842	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/885/GCA_000006885.1_ASM688v1
SEQF1350	805	Treponema	pallidum	subsp. pertenue str. SamoaD	1	1139330	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/755/GCA_000246755.1_ASM24675v1
SEQF1351	812	Helicobacter	pylori	98-10	51	1571772	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/935/GCA_000172935.1_ASM17293v1
SEQF1352	812	Helicobacter	pylori	B128	73	1649221	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/955/GCA_000172955.1_ASM17295v1
SEQF1355	745	Streptococcus	pyogenes	Manfredo M5 M5	1	1841271	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/385/GCA_000009385.1_ASM938v1
SEQF1356	745	Streptococcus	pyogenes	MGAS10270	1	1928252	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/505/GCA_000013505.1_ASM1350v1
SEQF1357	745	Streptococcus	pyogenes	M6 MGAS10394	1	1899877	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/665/GCA_000011665.1_ASM1166v1
SEQF1358	745	Streptococcus	pyogenes	MGAS10750	1	1937111	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/545/GCA_000013545.1_ASM1354v1
SEQF1359	745	Streptococcus	pyogenes	MGAS2096	1	1860355	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/525/GCA_000013525.1_ASM1352v1
SEQF1360	745	Streptococcus	pyogenes	MGAS315	1	1900521	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/425/GCA_000007425.1_ASM742v1
SEQF1361	745	Streptococcus	pyogenes	M1 MGAS5005	1	1838562	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/765/GCA_000011765.2_ASM1176v2
SEQF1362	745	Streptococcus	pyogenes	M28 MGAS6180	1	1897573	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/165/GCA_000012165.1_ASM1216v1
SEQF1363	745	Streptococcus	pyogenes	MGAS8232	1	1895017	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/285/GCA_000007285.1_ASM728v1
SEQF1364	745	Streptococcus	pyogenes	MGAS9429	1	1836467	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/485/GCA_000013485.1_ASM1348v1
SEQF1365	745	Streptococcus	pyogenes	SSI-1	1	1894275	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/285/GCA_000011285.1_ASM1128v1
SEQF1366	755	Streptococcus	salivarius	JIM8777	1	2210574	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/315/GCA_000253315.1_ASM25331v1
SEQF1367	755	Streptococcus	salivarius	CCHSS3	1	2217184	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/335/GCA_000253335.1_ASM25333v1
SEQF1368	817	Lactobacillus	crispatus	JV-V01	86	2221719	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/515/GCA_000160515.1_ASM16051v1
SEQF1369	818	Lactobacillus	reuteri clade 818	SD2112	5	2316838	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/455/GCA_000159455.2_ASM15945v2
SEQF1376	574	Escherichia	coli	SE11	7	5155626	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/385/GCA_000010385.1_ASM1038v1
SEQF1380	745	Streptococcus	pyogenes	SF370 serotype M1 GAS	1	1852433	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/785/GCA_000006785.2_ASM678v2
SEQF1382	686	Streptococcus	mutans	NN2025	1	2013587	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/645/GCA_000091645.1_ASM9164v1
SEQF1384	554	Acinetobacter	baumannii	ATCC 17978	3	4001457	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/425/GCA_000015425.1_ASM1542v1
SEQF1385	588	Bifidobacterium	dentium	Bd1	1	2636367	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/445/GCA_000024445.1_ASM2444v1
SEQF1388	701	Schaalia	odontolyticus	ATCC 17982	2	2393958	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/225/GCA_000154225.1_ASM15422v1
SEQF1393	112	Peptostreptococcus	stomatis	DSM 17678	74	1988044	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/675/GCA_000147675.2_ASM14767v1
SEQF1395	717	Variovorax	paradoxus	S110	2	6754997	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/345/GCA_000023345.1_ASM2334v1
SEQF1398	554	Acinetobacter	baumannii	ACICU	3	3996761	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/445/GCA_000018445.1_ASM1844v1
SEQF1399	733	Chlamydophila	pneumoniae	LPCoLN	2	1248550	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/145/GCA_000024145.1_ASM2414v1
SEQF1400	734	Streptococcus	pneumoniae	SP11-BS70	25	2059769	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/075/GCA_000170075.1_ASM17007v1
SEQF1401	734	Streptococcus	pneumoniae	SP14-BS69	49	2146293	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/095/GCA_000170095.1_ASM17009v1
SEQF1402	734	Streptococcus	pneumoniae	SP18-BS74	28	2104549	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/115/GCA_000170115.1_ASM17011v1
SEQF1403	734	Streptococcus	pneumoniae	SP19-BS75	30	2135318	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/135/GCA_000170135.1_ASM17013v1
SEQF1404	734	Streptococcus	pneumoniae	SP23-BS72	32	2102291	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/155/GCA_000170155.1_ASM17015v1
SEQF1405	734	Streptococcus	pneumoniae	SP3-BS71	24	2032681	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/015/GCA_000170015.1_ASM17001v1
SEQF1406	734	Streptococcus	pneumoniae	SP6-BS73	38	2161512	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/035/GCA_000170035.1_ASM17003v1
SEQF1407	734	Streptococcus	pneumoniae	SP9-BS68	61	2115676	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/055/GCA_000170055.1_ASM17005v1
SEQF1408	574	Escherichia	coli	0157:H7 str. Sakai	3	5594605	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/865/GCA_000008865.2_ASM886v2
SEQF1413	23	Delftia	acidovorans	SPH-1	1	6767514	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/665/GCA_000018665.1_ASM1866v1
SEQF1419	805	Treponema	pallidum	Dallas1	1	1139971	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/815/GCA_000246815.1_ASM24681v1
SEQF1429	574	Escherichia	coli	C str. ATCC 8739	1	4746218	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/385/GCA_000019385.1_ASM1938v1
SEQF1430	574	Escherichia	coli	APEC O1	3	5497653	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/845/GCA_000014845.1_ASM1484v1
SEQF1431	550	Staphylococcus	aureus	str. Newman	1	2878897	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/465/GCA_000010465.1_ASM1046v1
SEQF1433	574	Escherichia	coli	536	1	4938920	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/305/GCA_000013305.1_ASM1330v1
SEQF1449	604	Enterococcus	faecalis	HH22	103	3129930	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/155/GCA_000160155.1_ASM16015v1
SEQF1451	274	Bacteroidales [G-2]	bacterium HMT 274	F0058	10	2113539	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/695/GCA_000163695.1_ASM16369v1
SEQF1452	299	Prevotella	nanceiensis	F0039	2	2480269	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/055/GCA_000163055.2_ASM16305v2
SEQF1456	825	Listeria	monocytogenes	10403S	1	2903106	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/695/GCA_000168695.2_ASM16869v2
SEQF1457	544	Ochrobactrum	anthropi	ATCC 49188	6	5205777	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/405/GCA_000017405.1_ASM1740v1
SEQF1459	825	Listeria	monocytogenes	F6900	23	2968620	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/615/GCA_000168615.1_ASM16861v1
SEQF1468	348	Saccharibacteria (TM7) [G-1]	bacterium HMT 348	TM7b	85	112753	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/655/GCA_000170655.1_ASM17065v1
SEQF1469	348	Saccharibacteria (TM7) [G-1]	bacterium HMT 348	TM7c	129	474179	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/675/GCA_000170675.1_ASM17067v1
SEQF1472	386	Peptoniphilus	sp. HMT 386	F0131	11	1569385	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/090/945/GCA_000090945.1_ASM9094v1
SEQF1477	317	Prevotella	sp. HMT 317	F0108	61	4099098	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/415/GCA_000162415.1_ASM16241v1
SEQF1478	107	Lachnoanaerobaculum	umeaense	F0167	70	3288100	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/465/GCA_000209465.1_Lach_bact_F0167_V1
SEQF1479	825	Listeria	monocytogenes	FSL J1-194	30	2989818	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/395/GCA_000168395.1_ASM16839v1
SEQF1480	579	Cryptobacterium	curtum	DSM 15641	1	1617804	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/845/GCA_000023845.1_ASM2384v1
SEQF1481	565	Enterobacter	cancerogenus	ATCC 35316	10	4638653	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/995/GCA_000155995.1_ASM15599v1
SEQF1482	804	Lactococcus	lactis	IL1403	1	2365589	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/865/GCA_000006865.1_ASM686v1
SEQF1485	554	Acinetobacter	baumannii	AB0057	2	4063879	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/245/GCA_000021245.2_ASM2124v2
SEQF1486	554	Acinetobacter	baumannii	MDR-ZJ06	1	4022275	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/275/GCA_000226275.2_ASM22627v2
SEQF1487	641	Haemophilus	influenzae	HK1212	1262	859497	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/475/GCA_000171475.1_ASM17147v1
SEQF1488	550	Staphylococcus	aureus	930918-3	736	2923460	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/435/GCA_000171435.1_ASM17143v1
SEQF1489	550	Staphylococcus	aureus	D30	463	2775621	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/455/GCA_000171455.1_ASM17145v1
SEQF1490	550	Staphylococcus	aureus	Mu3	1	2880168	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/445/GCA_000010445.1_ASM1044v1
SEQF1491	550	Staphylococcus	aureus	USA300_TCH959	174	2845480	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/665/GCA_000153665.1_ASM15366v1
SEQF1492	550	Staphylococcus	aureus	MRSA USA300_TCH1516	3	2903081	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/085/GCA_000017085.1_ASM1708v1
SEQF1493	568	Lactobacillus	casei	str. Zhang	2	2898456	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/245/GCA_000019245.3_ASM1924v3
SEQF1494	745	Streptococcus	pyogenes	NZ131	1	1815785	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/125/GCA_000018125.1_ASM1812v1
SEQF1495	604	Enterococcus	faecalis	OG1RF	1	2739625	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/575/GCA_000172575.2_ASM17257v2
SEQF1496	161	Veillonella	parvula	DSM 2008	1	2132142	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/945/GCA_000024945.1_ASM2494v1
SEQF1497	588	Bifidobacterium	dentium	ATCC 27678	2	2642081	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/135/GCA_000172135.1_ASM17213v1
SEQF1498	654	Eggerthella	lenta	DSM 2243	1	3632260	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/265/GCA_000024265.1_ASM2426v1
SEQF1499	805	Treponema	pallidum	SS14	1	1139457	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/825/GCA_000017825.1_ASM1782v1
SEQF1500	804	Lactococcus	lactis	MG1363	1	2529478	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/425/GCA_000009425.1_ASM942v1
SEQF1501	804	Lactococcus	lactis	SK11	6	2598348	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/545/GCA_000014545.1_ASM1454v1
SEQF1503	574	Escherichia	coli	BL21DE3	1	4558953	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/665/GCA_000022665.2_ASM2266v1
SEQF1504	574	Escherichia	coli	str. K-12 substr. DH10B	1	4686137	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/425/GCA_000019425.1_ASM1942v1
SEQF1507	574	Escherichia	coli	O157:H7 str. EC4042	4	5617728	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/775/GCA_000181775.1_ASM18177v1
SEQF1508	574	Escherichia	coli	O157:H7 str. EC4045	8	5634850	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/755/GCA_000181755.1_ASM18175v1
SEQF1509	574	Escherichia	coli	O157:H7 str. EC4076 	135	5705645	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/955/GCA_000171955.1_ASM17195v1
SEQF1510	574	Escherichia	coli	O157:H7 str. EC4113	231	5655847	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/935/GCA_000171935.1_ASM17193v1
SEQF1511	574	Escherichia	coli	O157:H7 str. EC4115	3	5704171	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/125/GCA_000021125.1_ASM2112v1
SEQF1512	574	Escherichia	coli	O157:H7 str. EC4196	186	5620606	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/915/GCA_000171915.1_ASM17191v1
SEQF1513	574	Escherichia	coli	O157:H7 str. EC4206	7	5629932	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/735/GCA_000181735.1_ASM18173v1
